2171.858347	-3425.869049	0.000000	5872768.929922
3472.362653	-3485.494377	440269.314014	5852628.160958
3842.477106	-797.677186	567278.558004	6759628.021805
523.541111	-3125.197901	-558222.853321	5975085.312010
925.437482	-1016.334419	-419811.820278	6688511.747330
1830.501183	-1582.916894	-114615.579326	6495486.003452
2506.573248	-1636.787027	115037.563528	6476954.933129
2765.298294	-1328.370833	202850.151808	6581763.353384
1834.914404	-3120.935901	-113794.319646	5976126.482765
3004.010298	-2636.235865	282438.472655	6140102.388455
1279.264910	-2333.091651	-301171.041851	6243264.823017
559.956418	-1697.578715	-544640.867389	6458477.030005
3207.474410	-1908.917995	351831.495264	6385727.608711
3627.665816	-1928.203008	493965.968003	6378809.233552
3464.271292	-1640.091067	438236.924632	6476079.609488
3395.988716	-1260.263173	415813.272740	6604401.959940
2037.344479	-1012.139811	-44076.319071	6689093.960740
2097.743579	-2328.788060	-24064.407191	6244015.248181
2486.424576	-2215.526076	107522.997087	6282136.189307
1349.484611	-3104.659420	-278067.050720	5981926.084264
2623.990489	-3309.257657	153493.658145	5912039.534257
3569.388394	-2844.187787	473482.771333	6069712.816609
1424.650337	-1516.382290	-251142.522879	6519009.030015
1350.559748	-1018.255077	-275859.831958	6687469.259996
2806.985490	-802.102375	217351.593796	6758801.132393
2865.694037	-1322.271827	236634.586460	6583264.272824
2880.665619	-1623.369888	241507.716189	6481419.925476
976.456812	-2588.120677	-404345.636064	6157176.380421
1881.219563	-2573.537966	-97772.266755	6161415.463564
1590.227441	-727.361209	-194488.217895	6785688.300034
678.851031	-1186.058958	-503535.566140	6631238.552207
1405.684652	-1927.202323	-258102.531887	6380172.718269
519.124722	-2437.623927	-559255.781787	6208381.678564
2395.877778	-1172.004177	78018.288826	6633861.941791
1996.369825	-1942.716598	-58682.934743	6374041.326955
3300.509582	-2205.192880	382667.242225	6285712.518734
3398.349885	-2554.757486	415857.290845	6167356.260311
2803.848440	-2205.564071	215000.848882	6285440.722946
2499.011865	-2764.213587	111322.350412	6096746.427402
998.366394	-3303.423587	-396900.723600	5914663.102607
699.484841	-2839.444459	-498335.713296	6071925.435127
3023.777725	-2993.136030	288751.460394	6019657.257959
3739.579262	-1640.052180	531158.045636	6475682.871052
3112.458514	-1004.507111	319937.679579	6690182.275773
3611.566953	-1072.576878	488674.053552	6667012.031363
2035.070004	-1231.008002	-44752.053814	6614897.427573
947.448932	-2008.445672	-413305.498597	6353115.858574
3181.524215	-1524.506092	342976.563608	6515167.222290
1667.964510	-1305.489577	-168739.687827	6589759.029453
3412.204413	-704.037713	421778.765271	6791156.143291
3655.093351	-570.163270	504028.214906	6836554.448615
2205.810522	-2521.031046	12179.978187	6179082.819905
1004.673143	-857.107510	-393209.667270	6742131.541196
3184.527205	-3175.468483	342903.396632	5957643.988958
1675.902409	-3472.949449	-167931.547683	5856661.453393
3798.093064	-3263.048095	550117.301674	5927600.804768
1370.432499	-2667.182365	-270633.383090	6130210.805615
2245.482276	-3096.421541	25247.030015	5984302.886305
3764.670037	-2217.560246	539556.273953	6280893.685553
1020.501418	-1490.477037	-387904.016394	6527739.374709
557.710682	-1394.523656	-545064.110456	6561069.251062
1642.401994	-2127.612713	-178233.358640	6311881.529919
540.785078	-2576.987181	-551882.941123	6161001.966919
2099.021947	-1449.539472	-22713.987881	6540576.908985
2615.033958	-1827.552453	151459.685541	6413016.283303
3805.699523	-2599.602474	552831.460819	6151776.467848
427.039349	-3336.087458	-591276.514501	5903759.982620
2779.858097	-2480.536911	206649.353520	6192339.986732
1982.516200	-3342.930432	-64068.042875	5901015.312447
2238.242596	-2136.567309	23768.985862	6308891.867787
2303.776094	-1585.033745	45849.559072	6494389.956040
3672.719563	-1344.156384	509224.782676	6575904.053542
2934.196214	-3463.013457	258304.666327	5860058.083226
1301.000776	-3322.104310	-294584.685345	5908365.494148
392.069916	-2947.025491	-602700.305336	6035778.656350
1842.444838	-2764.375482	-111322.350412	6096746.427402
2524.723597	-1060.829929	121663.494966	6671863.448507
3609.320289	-2868.461781	486733.393579	6061561.956870
3258.189885	-3144.132772	367655.234710	5968530.303074
3347.093295	-2835.168071	398191.668208	6073008.569907
2398.707694	-3396.214786	77134.821065	5882590.695337
